SL. no,Crop,Season,Temperature in C,Organic Content in %,Moisture in %,fertiliser %,pesticide usage %,estimated quality,Nitrogen %,Phosphorous %,Potassium %,Yield
7707,Potato,Kharif & Rabbi,33,37,65,75,59,30,0.042,0.456,0.709,51
7708,Potato,Kharif & Rabbi,34,30,49,64,61,32,0.058,0.532,0.65,73
7709,Potato,Kharif & Rabbi,31,68,59,29,58,60,0.126,0.565,0.752,69
7710,Potato,Kharif & Rabbi,30,45,42,81,59,44,0.064,0.408,0.54,62
7711,Potato,Kharif & Rabbi,35,58,63,29,56,49,0.11,0.542,0.749,72
7712,Potato,Kharif & Rabbi,33,63,49,47,32,78,0.068,0.485,0.735,84
7713,Potato,Kharif & Rabbi,33,26,48,75,44,52,0.044,0.419,0.626,69
7714,Potato,Kharif & Rabbi,29,66,41,54,41,55,0.122,0.457,0.716,70
7715,Potato,Kharif & Rabbi,35,28,63,80,34,56,0.065,0.526,0.661,65
7716,Potato,Kharif & Rabbi,35,26,34,70,33,51,0.042,0.473,0.584,63
7717,Potato,Kharif & Rabbi,29,50,68,26,41,86,0.139,0.495,0.726,89
7718,Potato,Kharif & Rabbi,27,66,67,31,44,73,0.087,0.541,0.754,82
7719,Potato,Kharif & Rabbi,25,38,44,76,52,42,0.047,0.371,0.595,70
7720,Potato,Kharif & Rabbi,32,51,54,24,54,44,0.106,0.552,0.829,71
7721,Potato,Kharif & Rabbi,36,69,40,49,51,53,0.087,0.544,0.729,79
7722,Potato,Kharif & Rabbi,34,25,59,69,57,30,0.107,0.371,0.642,63
7723,Potato,Kharif & Rabbi,26,47,56,80,44,55,0.042,0.535,0.521,70
7724,Potato,Kharif & Rabbi,29,59,36,50,43,77,0.128,0.468,0.791,69
7725,Potato,Kharif & Rabbi,35,54,59,31,39,77,0.102,0.485,0.737,79
7726,Potato,Kharif & Rabbi,27,46,68,61,42,45,0.074,0.53,0.689,58
7727,Potato,Kharif & Rabbi,36,25,44,67,44,52,0.074,0.424,0.738,60
7728,Potato,Kharif & Rabbi,28,71,58,24,35,80,0.139,0.485,0.817,82
7729,Potato,Kharif & Rabbi,35,58,53,33,51,52,0.065,0.554,0.823,72
7730,Potato,Kharif & Rabbi,34,66,47,49,51,58,0.071,0.558,0.821,81
7731,Potato,Kharif & Rabbi,32,68,39,41,35,78,0.112,0.471,0.82,77
7732,Potato,Kharif & Rabbi,25,60,37,47,61,58,0.068,0.516,0.799,69
7733,Potato,Kharif & Rabbi,32,29,40,65,54,40,0.048,0.37,0.645,52
7734,Potato,Kharif & Rabbi,35,54,64,30,52,60,0.084,0.511,0.757,72
7735,Potato,Kharif & Rabbi,31,36,35,66,35,42,0.112,0.466,0.577,67
7736,Potato,Kharif & Rabbi,27,56,68,27,49,75,0.065,0.56,0.72,90
7737,Potato,Kharif & Rabbi,30,29,40,68,55,34,0.079,0.411,0.579,65
7738,Potato,Kharif & Rabbi,33,50,51,32,32,78,0.134,0.481,0.797,88
7739,Potato,Kharif & Rabbi,25,25,44,61,56,31,0.065,0.474,0.744,63
7740,Potato,Kharif & Rabbi,36,66,56,27,47,76,0.128,0.471,0.811,88
7741,Potato,Kharif & Rabbi,27,36,46,60,49,43,0.085,0.409,0.546,59
7742,Potato,Kharif & Rabbi,33,34,68,63,38,52,0.051,0.499,0.768,58
7743,Potato,Kharif & Rabbi,36,44,37,73,53,32,0.069,0.499,0.528,71
7744,Potato,Kharif & Rabbi,30,29,42,71,42,56,0.096,0.412,0.757,70
7745,Potato,Kharif & Rabbi,27,51,50,29,38,82,0.136,0.492,0.817,80
7746,Potato,Kharif & Rabbi,34,55,55,25,37,85,0.106,0.594,0.796,79
7747,Potato,Kharif & Rabbi,29,61,45,49,58,58,0.098,0.452,0.755,68
7748,Potato,Kharif & Rabbi,29,59,48,56,53,53,0.062,0.531,0.718,58
7749,Potato,Kharif & Rabbi,25,55,47,46,53,50,0.07,0.459,0.726,77
7750,Potato,Kharif & Rabbi,27,65,57,28,41,79,0.131,0.462,0.759,88
7751,Potato,Kharif & Rabbi,27,63,39,50,39,76,0.119,0.469,0.749,65
7752,Potato,Kharif & Rabbi,27,36,61,65,33,39,0.099,0.512,0.758,63
7753,Potato,Kharif & Rabbi,28,38,42,58,46,39,0.07,0.376,0.61,70
7754,Potato,Kharif & Rabbi,29,31,43,72,45,44,0.092,0.401,0.719,66
7755,Potato,Kharif & Rabbi,27,33,34,72,53,38,0.072,0.478,0.687,61
7756,Potato,Kharif & Rabbi,33,31,49,64,55,47,0.09,0.444,0.724,65
7757,Potato,Kharif & Rabbi,35,62,65,32,57,46,0.062,0.517,0.79,72
7758,Potato,Kharif & Rabbi,35,50,64,24,50,58,0.076,0.512,0.811,81
7759,Potato,Kharif & Rabbi,35,61,55,33,55,48,0.092,0.541,0.78,76
7760,Potato,Kharif & Rabbi,31,62,55,31,51,56,0.109,0.499,0.821,77
7761,Potato,Kharif & Rabbi,33,51,53,24,48,72,0.071,0.592,0.793,84
7762,Potato,Kharif & Rabbi,33,33,34,63,60,34,0.056,0.521,0.605,56
7763,Potato,Kharif & Rabbi,28,30,61,80,56,30,0.066,0.431,0.744,54
7764,Potato,Kharif & Rabbi,28,70,35,48,33,79,0.116,0.553,0.794,80
7765,Potato,Kharif & Rabbi,34,70,59,25,41,78,0.084,0.55,0.731,83
7766,Potato,Kharif & Rabbi,36,71,38,38,41,86,0.071,0.575,0.751,82
7767,Potato,Kharif & Rabbi,36,42,56,69,46,49,0.071,0.446,0.584,59
7768,Potato,Kharif & Rabbi,26,37,44,60,58,44,0.04,0.417,0.55,69
7769,Potato,Kharif & Rabbi,30,39,43,60,36,54,0.082,0.515,0.533,71
7770,Potato,Kharif & Rabbi,26,34,52,66,32,55,0.06,0.492,0.747,69
7771,Potato,Kharif & Rabbi,26,48,52,72,59,31,0.042,0.426,0.633,64
7772,Potato,Kharif & Rabbi,30,69,36,41,51,46,0.096,0.509,0.809,80
7773,Potato,Kharif & Rabbi,27,65,34,49,48,83,0.094,0.474,0.808,77
7774,Potato,Kharif & Rabbi,33,56,42,53,59,40,0.094,0.49,0.729,67
7775,Potato,Kharif & Rabbi,26,28,53,64,45,45,0.071,0.37,0.691,66
7776,Potato,Kharif & Rabbi,25,36,64,72,34,39,0.068,0.386,0.708,68
7777,Potato,Kharif & Rabbi,26,70,51,26,39,84,0.073,0.53,0.823,78
7778,Potato,Kharif & Rabbi,30,48,55,80,46,49,0.076,0.513,0.737,59
7779,Potato,Kharif & Rabbi,32,54,65,25,58,43,0.125,0.467,0.789,70
7780,Potato,Kharif & Rabbi,25,64,60,31,49,79,0.087,0.569,0.736,78
7781,Potato,Kharif & Rabbi,28,64,48,52,43,59,0.094,0.574,0.823,66
7782,Potato,Kharif & Rabbi,26,32,62,65,43,55,0.096,0.428,0.549,71
7783,Potato,Kharif & Rabbi,29,40,66,78,45,42,0.106,0.427,0.589,66
7784,Potato,Kharif & Rabbi,29,34,64,65,40,39,0.051,0.515,0.607,58
7785,Potato,Kharif & Rabbi,32,64,37,37,53,52,0.111,0.472,0.761,72
7786,Potato,Kharif & Rabbi,36,34,45,60,34,40,0.048,0.508,0.684,62
7787,Potato,Kharif & Rabbi,27,35,47,66,41,52,0.06,0.437,0.665,69
7788,Potato,Kharif & Rabbi,36,23,67,81,53,44,0.049,0.45,0.579,71
7789,Potato,Kharif & Rabbi,28,29,39,80,58,31,0.093,0.378,0.749,54
7790,Potato,Kharif & Rabbi,29,70,36,36,52,59,0.13,0.537,0.796,81
7791,Potato,Kharif & Rabbi,29,55,51,31,56,59,0.14,0.551,0.82,69
7792,Potato,Kharif & Rabbi,29,41,57,62,47,45,0.089,0.374,0.59,59
7793,Potato,Kharif & Rabbi,27,57,46,52,46,44,0.089,0.536,0.73,69
7794,Potato,Kharif & Rabbi,25,54,55,27,39,85,0.131,0.556,0.749,85
7795,Potato,Kharif & Rabbi,31,31,46,78,61,46,0.106,0.425,0.622,64
7796,Potato,Kharif & Rabbi,25,32,60,73,40,41,0.074,0.44,0.703,68
7797,Potato,Kharif & Rabbi,27,63,68,30,60,46,0.078,0.47,0.742,70
7798,Potato,Kharif & Rabbi,29,39,42,65,40,45,0.088,0.412,0.705,58
7799,Potato,Kharif & Rabbi,28,39,36,80,58,32,0.118,0.391,0.699,67
7800,Potato,Kharif & Rabbi,27,70,65,24,59,55,0.136,0.554,0.711,67
7801,Potato,Kharif & Rabbi,34,49,61,67,48,38,0.1,0.515,0.736,67
7802,Potato,Kharif & Rabbi,34,23,40,77,38,53,0.062,0.515,0.754,67
7803,Potato,Kharif & Rabbi,34,68,42,44,42,72,0.073,0.513,0.782,87
7804,Potato,Kharif & Rabbi,25,37,39,58,42,51,0.113,0.393,0.735,63
7805,Potato,Kharif & Rabbi,32,25,55,78,59,45,0.113,0.519,0.756,52
7806,Potato,Kharif & Rabbi,26,44,58,64,53,38,0.107,0.447,0.739,51
7807,Potato,Kharif & Rabbi,26,61,56,28,32,84,0.094,0.541,0.716,89
7808,Potato,Kharif & Rabbi,33,26,61,81,49,39,0.108,0.376,0.65,64
7809,Potato,Kharif & Rabbi,28,42,45,62,55,33,0.044,0.46,0.69,73
7810,Potato,Kharif & Rabbi,30,31,48,70,41,50,0.071,0.453,0.596,66
7811,Potato,Kharif & Rabbi,25,45,34,61,60,39,0.084,0.462,0.553,73
7812,Potato,Kharif & Rabbi,34,32,60,78,44,54,0.049,0.449,0.674,59
7813,Potato,Kharif & Rabbi,25,43,60,72,40,46,0.104,0.539,0.764,62
7814,Potato,Kharif & Rabbi,36,27,58,65,52,32,0.069,0.412,0.539,60
7815,Potato,Kharif & Rabbi,29,61,40,54,42,42,0.121,0.501,0.73,65
7816,Potato,Kharif & Rabbi,26,44,58,72,60,34,0.089,0.406,0.567,69
7817,Potato,Kharif & Rabbi,28,48,37,64,52,42,0.042,0.505,0.579,58
7818,Potato,Kharif & Rabbi,36,48,48,70,59,34,0.06,0.395,0.595,68
7819,Potato,Kharif & Rabbi,28,47,60,78,52,46,0.114,0.404,0.541,61
7820,Potato,Kharif & Rabbi,31,66,68,29,40,75,0.134,0.507,0.73,87
7821,Potato,Kharif & Rabbi,35,70,42,53,54,41,0.1,0.527,0.748,63
7822,Potato,Kharif & Rabbi,27,53,68,30,61,42,0.115,0.506,0.82,73
7823,Potato,Kharif & Rabbi,36,38,51,61,51,30,0.082,0.403,0.678,53
7824,Potato,Kharif & Rabbi,30,51,57,29,46,78,0.073,0.584,0.73,90
7825,Potato,Kharif & Rabbi,29,56,60,32,42,83,0.077,0.522,0.755,87
7826,Potato,Kharif & Rabbi,25,64,66,29,49,78,0.107,0.571,0.72,80
7827,Potato,Kharif & Rabbi,29,25,49,70,42,57,0.081,0.444,0.763,65
7828,Potato,Kharif & Rabbi,32,57,66,25,45,79,0.138,0.493,0.822,79
7829,Potato,Kharif & Rabbi,34,71,55,31,58,42,0.126,0.487,0.726,75
7830,Potato,Kharif & Rabbi,29,31,60,70,43,45,0.102,0.373,0.533,69
7831,Potato,Kharif & Rabbi,32,33,50,78,33,40,0.064,0.516,0.752,66
7832,Potato,Kharif & Rabbi,33,54,45,37,42,72,0.112,0.577,0.747,76
7833,Potato,Kharif & Rabbi,31,40,64,64,57,44,0.08,0.523,0.719,51
7834,Potato,Kharif & Rabbi,25,63,40,37,47,78,0.07,0.593,0.712,87
7835,Potato,Kharif & Rabbi,36,53,62,28,50,56,0.106,0.537,0.788,69
7836,Potato,Kharif & Rabbi,33,54,45,34,58,56,0.119,0.487,0.813,68
7837,Potato,Kharif & Rabbi,29,48,52,81,60,37,0.081,0.484,0.533,53
7838,Potato,Kharif & Rabbi,33,61,54,25,41,83,0.064,0.462,0.8,86
7839,Potato,Kharif & Rabbi,34,58,41,35,35,86,0.098,0.572,0.764,79
7840,Potato,Kharif & Rabbi,35,27,64,81,47,46,0.067,0.414,0.727,61
7841,Potato,Kharif & Rabbi,35,36,60,76,41,51,0.074,0.487,0.653,70
7842,Potato,Kharif & Rabbi,33,70,67,27,51,59,0.139,0.569,0.728,70
7843,Potato,Kharif & Rabbi,28,27,47,80,57,35,0.071,0.447,0.697,60
7844,Potato,Kharif & Rabbi,34,35,56,60,35,48,0.101,0.533,0.713,70
7845,Potato,Kharif & Rabbi,31,46,39,80,40,39,0.116,0.535,0.603,59
7846,Potato,Kharif & Rabbi,27,37,55,69,50,35,0.062,0.526,0.632,52
7847,Potato,Kharif & Rabbi,30,59,44,55,48,53,0.124,0.497,0.762,69
7848,Potato,Kharif & Rabbi,26,64,43,47,32,79,0.102,0.527,0.719,74
7849,Potato,Kharif & Rabbi,33,24,59,78,56,42,0.072,0.461,0.768,69
7850,Potato,Kharif & Rabbi,29,32,48,58,52,41,0.068,0.389,0.701,68
7851,Potato,Kharif & Rabbi,36,51,54,30,37,84,0.119,0.558,0.752,90
7852,Potato,Kharif & Rabbi,29,30,51,81,45,44,0.115,0.539,0.725,66
7853,Potato,Kharif & Rabbi,30,48,67,66,60,48,0.04,0.483,0.556,71
7854,Potato,Kharif & Rabbi,35,64,34,39,55,57,0.098,0.515,0.752,69
7855,Potato,Kharif & Rabbi,35,40,62,74,41,51,0.108,0.386,0.56,69
7856,Potato,Kharif & Rabbi,35,51,53,31,59,53,0.106,0.516,0.722,70
7857,Potato,Kharif & Rabbi,32,69,37,50,47,80,0.118,0.507,0.733,67
7858,Potato,Kharif & Rabbi,27,70,41,43,56,54,0.121,0.52,0.757,74
7859,Potato,Kharif & Rabbi,35,41,60,77,46,57,0.064,0.443,0.592,62
7860,Potato,Kharif & Rabbi,36,54,47,50,50,51,0.08,0.512,0.757,54
7861,Potato,Kharif & Rabbi,29,70,52,24,53,45,0.086,0.522,0.738,70
7862,Potato,Kharif & Rabbi,36,30,37,65,42,41,0.1,0.503,0.754,64
7863,Potato,Kharif & Rabbi,30,67,62,33,52,43,0.126,0.594,0.788,71
7864,Potato,Kharif & Rabbi,28,33,40,64,38,44,0.081,0.523,0.744,59
7865,Potato,Kharif & Rabbi,30,71,51,29,52,48,0.123,0.549,0.743,68
7866,Potato,Kharif & Rabbi,25,26,46,71,57,48,0.117,0.531,0.653,73
7867,Potato,Kharif & Rabbi,28,38,44,67,57,40,0.109,0.53,0.759,60
7868,Potato,Kharif & Rabbi,30,53,42,56,36,46,0.096,0.508,0.754,68
7869,Potato,Kharif & Rabbi,26,36,41,72,57,33,0.051,0.459,0.709,70
7870,Potato,Kharif & Rabbi,32,53,39,56,40,53,0.091,0.46,0.723,64
7871,Potato,Kharif & Rabbi,26,51,67,28,55,60,0.113,0.54,0.743,70
7872,Potato,Kharif & Rabbi,31,39,37,77,58,38,0.082,0.38,0.556,73
7873,Potato,Kharif & Rabbi,26,47,53,76,32,47,0.098,0.411,0.694,69
7874,Potato,Kharif & Rabbi,26,26,34,59,56,43,0.058,0.436,0.561,53
7875,Potato,Kharif & Rabbi,29,48,65,67,53,39,0.115,0.381,0.528,66
7876,Potato,Kharif & Rabbi,35,27,66,80,58,49,0.108,0.479,0.7,67
7877,Potato,Kharif & Rabbi,26,66,66,28,46,83,0.107,0.583,0.824,90
7878,Potato,Kharif & Rabbi,33,28,38,75,60,33,0.065,0.443,0.65,51
7879,Potato,Kharif & Rabbi,31,28,51,79,40,41,0.101,0.382,0.712,58
7880,Potato,Kharif & Rabbi,27,24,36,66,32,55,0.076,0.51,0.54,60
7881,Potato,Kharif & Rabbi,34,34,64,60,54,41,0.085,0.462,0.556,70
7882,Potato,Kharif & Rabbi,25,71,66,32,40,83,0.078,0.535,0.713,74
7883,Potato,Kharif & Rabbi,33,36,42,70,32,56,0.095,0.496,0.709,65
7884,Potato,Kharif & Rabbi,29,43,38,79,52,48,0.105,0.427,0.722,68
7885,Potato,Kharif & Rabbi,35,38,63,72,46,45,0.062,0.473,0.708,70
7886,Potato,Kharif & Rabbi,36,49,49,78,59,35,0.046,0.482,0.729,58
7887,Potato,Kharif & Rabbi,28,56,52,28,49,74,0.071,0.468,0.787,86
7888,Potato,Kharif & Rabbi,31,50,35,42,38,83,0.127,0.592,0.78,83
7889,Potato,Kharif & Rabbi,32,52,38,52,36,51,0.082,0.568,0.784,62
7890,Potato,Kharif & Rabbi,28,56,55,31,43,85,0.116,0.521,0.748,81
7891,Potato,Kharif & Rabbi,33,66,44,51,44,45,0.129,0.529,0.74,60
7892,Potato,Kharif & Rabbi,30,59,36,44,56,57,0.089,0.53,0.726,74
7893,Potato,Kharif & Rabbi,33,29,38,61,58,31,0.071,0.463,0.689,58
7894,Potato,Kharif & Rabbi,27,26,44,59,32,49,0.076,0.437,0.579,59
7895,Potato,Kharif & Rabbi,30,35,55,62,50,39,0.078,0.494,0.741,60
7896,Potato,Kharif & Rabbi,26,54,53,30,38,82,0.074,0.498,0.746,79
7897,Potato,Kharif & Rabbi,26,71,38,50,36,79,0.122,0.474,0.829,62
7898,Potato,Kharif & Rabbi,36,44,58,60,37,55,0.074,0.393,0.651,58
7899,Potato,Kharif & Rabbi,31,58,65,32,39,81,0.117,0.459,0.718,82
7900,Potato,Kharif & Rabbi,25,64,51,29,55,58,0.081,0.545,0.776,74
7901,Potato,Kharif & Rabbi,29,66,63,31,59,56,0.065,0.496,0.809,79
7902,Potato,Kharif & Rabbi,30,28,49,66,59,30,0.085,0.378,0.662,57
7903,Potato,Kharif & Rabbi,34,37,43,65,40,51,0.047,0.508,0.533,67
7904,Potato,Kharif & Rabbi,34,25,67,78,54,32,0.096,0.503,0.667,56
7905,Potato,Kharif & Rabbi,25,43,67,68,41,46,0.103,0.475,0.591,58
7906,Potato,Kharif & Rabbi,30,28,58,60,32,53,0.112,0.408,0.577,68
7907,Potato,Kharif & Rabbi,27,67,66,26,41,79,0.087,0.564,0.756,87
7908,Potato,Kharif & Rabbi,26,57,68,28,61,57,0.094,0.496,0.815,81
7909,Potato,Kharif & Rabbi,35,28,55,60,51,46,0.071,0.539,0.602,72
7910,Potato,Kharif & Rabbi,31,53,38,47,49,83,0.113,0.565,0.751,80
7911,Potato,Kharif & Rabbi,29,61,67,33,55,56,0.125,0.468,0.793,68
7912,Potato,Kharif & Rabbi,30,70,45,42,38,78,0.101,0.526,0.758,88
7913,Potato,Kharif & Rabbi,28,63,42,46,42,72,0.12,0.496,0.784,81
7914,Potato,Kharif & Rabbi,33,29,60,73,58,45,0.105,0.431,0.545,65
7915,Potato,Kharif & Rabbi,36,46,58,79,37,50,0.049,0.377,0.538,65
7916,Potato,Kharif & Rabbi,34,50,66,31,59,51,0.136,0.565,0.78,80
7917,Potato,Kharif & Rabbi,33,51,39,43,48,85,0.112,0.492,0.729,85
7918,Potato,Kharif & Rabbi,32,42,49,74,49,53,0.12,0.382,0.617,70
7919,Potato,Kharif & Rabbi,31,41,68,66,58,46,0.087,0.434,0.664,56
7920,Potato,Kharif & Rabbi,31,29,65,79,32,46,0.059,0.501,0.728,68
7921,Potato,Kharif & Rabbi,26,47,68,77,36,48,0.108,0.468,0.741,64
7922,Potato,Kharif & Rabbi,28,27,35,74,52,30,0.101,0.475,0.701,57
7923,Potato,Kharif & Rabbi,34,27,34,79,39,40,0.059,0.457,0.714,66
7924,Potato,Kharif & Rabbi,31,52,35,47,46,76,0.101,0.582,0.793,83
7925,Potato,Kharif & Rabbi,35,54,37,37,34,79,0.124,0.585,0.711,83
7926,Potato,Kharif & Rabbi,28,33,67,69,45,56,0.044,0.504,0.656,58
7927,Potato,Kharif & Rabbi,31,38,52,66,41,45,0.113,0.519,0.649,64
7928,Potato,Kharif & Rabbi,26,67,48,53,35,55,0.082,0.575,0.807,66
7929,Potato,Kharif & Rabbi,33,32,41,61,38,38,0.095,0.431,0.721,66
7930,Potato,Kharif & Rabbi,25,58,61,26,43,79,0.094,0.549,0.714,83
7931,Potato,Kharif & Rabbi,28,66,44,37,34,86,0.138,0.482,0.79,83
7932,Potato,Kharif & Rabbi,25,71,48,43,56,58,0.087,0.525,0.776,67
7933,Potato,Kharif & Rabbi,25,46,42,73,50,39,0.052,0.515,0.549,70
7934,Potato,Kharif & Rabbi,29,25,38,74,43,39,0.111,0.411,0.72,69
7935,Potato,Kharif & Rabbi,28,34,66,62,55,34,0.07,0.452,0.738,52
7936,Potato,Kharif & Rabbi,36,27,47,70,39,50,0.108,0.387,0.533,68
7937,Potato,Kharif & Rabbi,35,44,58,66,39,42,0.102,0.458,0.643,66
7938,Potato,Kharif & Rabbi,29,54,51,28,43,82,0.108,0.486,0.813,74
7939,Potato,Kharif & Rabbi,33,26,41,63,41,56,0.089,0.513,0.621,62
7940,Potato,Kharif & Rabbi,35,65,40,42,41,78,0.063,0.565,0.789,76
7941,Potato,Kharif & Rabbi,25,64,52,32,57,49,0.134,0.584,0.825,74
7942,Potato,Kharif & Rabbi,35,48,51,75,58,38,0.062,0.483,0.612,65
7943,Potato,Kharif & Rabbi,25,70,61,27,54,60,0.089,0.499,0.711,69
7944,Potato,Kharif & Rabbi,25,40,63,72,58,30,0.098,0.376,0.741,71
7945,Potato,Kharif & Rabbi,34,25,43,60,39,44,0.045,0.525,0.645,60
7946,Potato,Kharif & Rabbi,30,54,36,49,43,79,0.103,0.469,0.764,81
7947,Potato,Kharif & Rabbi,27,52,56,28,54,47,0.137,0.592,0.734,70
7948,Potato,Kharif & Rabbi,28,59,57,32,49,73,0.103,0.546,0.766,74
7949,Potato,Kharif & Rabbi,29,68,56,28,40,86,0.066,0.533,0.761,76
7950,Potato,Kharif & Rabbi,29,34,41,68,61,34,0.046,0.457,0.689,57
7951,Potato,Kharif & Rabbi,28,61,38,54,54,48,0.11,0.582,0.777,58
7952,Potato,Kharif & Rabbi,35,33,47,78,56,33,0.111,0.477,0.55,68
7953,Potato,Kharif & Rabbi,35,39,60,68,41,46,0.116,0.433,0.521,59
7954,Potato,Kharif & Rabbi,32,70,45,34,46,74,0.069,0.497,0.73,84
7955,Potato,Kharif & Rabbi,28,30,57,58,34,40,0.076,0.496,0.692,71
7956,Potato,Kharif & Rabbi,28,28,68,64,41,47,0.069,0.466,0.625,60
7957,Potato,Kharif & Rabbi,36,36,65,59,41,52,0.092,0.431,0.672,71
7958,Potato,Kharif & Rabbi,35,66,51,25,58,57,0.09,0.591,0.752,67
7959,Potato,Kharif & Rabbi,35,57,57,30,44,74,0.082,0.467,0.78,80
7960,Potato,Kharif & Rabbi,28,30,35,70,38,44,0.09,0.406,0.709,58
7961,Potato,Kharif & Rabbi,36,27,59,72,53,44,0.079,0.397,0.695,67
7962,Potato,Kharif & Rabbi,33,44,34,64,46,56,0.051,0.403,0.647,62
7963,Potato,Kharif & Rabbi,27,25,57,81,32,38,0.044,0.391,0.634,63
7964,Potato,Kharif & Rabbi,27,51,36,46,51,42,0.076,0.477,0.8,67
7965,Potato,Kharif & Rabbi,36,63,47,52,38,44,0.118,0.465,0.791,71
7966,Potato,Kharif & Rabbi,29,54,45,41,33,76,0.138,0.474,0.717,86
7967,Potato,Kharif & Rabbi,32,66,43,56,47,47,0.082,0.59,0.797,69
7968,Potato,Kharif & Rabbi,29,31,48,74,41,45,0.112,0.43,0.727,68
7969,Potato,Kharif & Rabbi,25,47,61,70,38,42,0.082,0.469,0.577,61
7970,Potato,Kharif & Rabbi,28,34,50,68,32,48,0.073,0.488,0.539,71
7971,Potato,Kharif & Rabbi,27,57,40,40,59,45,0.139,0.588,0.727,77
7972,Potato,Kharif & Rabbi,34,68,40,54,55,47,0.085,0.463,0.79,67
7973,Potato,Kharif & Rabbi,30,42,68,60,32,57,0.118,0.427,0.62,60
7974,Potato,Kharif & Rabbi,26,25,51,62,40,51,0.094,0.47,0.571,67
7975,Potato,Kharif & Rabbi,30,56,41,48,33,75,0.077,0.502,0.769,81
7976,Potato,Kharif & Rabbi,34,24,49,76,41,52,0.041,0.444,0.707,69
7977,Potato,Kharif & Rabbi,26,52,43,45,39,87,0.099,0.549,0.782,86
7978,Potato,Kharif & Rabbi,35,54,53,28,48,84,0.122,0.495,0.772,75
7979,Potato,Kharif & Rabbi,35,27,53,73,46,39,0.075,0.503,0.643,61
7980,Potato,Kharif & Rabbi,32,26,68,71,39,42,0.08,0.477,0.67,66
7981,Potato,Kharif & Rabbi,30,56,41,51,32,42,0.079,0.521,0.738,67
7982,Potato,Kharif & Rabbi,29,65,66,24,35,73,0.08,0.522,0.79,79
7983,Potato,Kharif & Rabbi,33,25,66,69,36,54,0.061,0.504,0.666,64
7984,Potato,Kharif & Rabbi,35,32,46,80,51,48,0.048,0.421,0.723,61
7985,Potato,Kharif & Rabbi,29,70,40,46,57,43,0.07,0.453,0.72,74
7986,Potato,Kharif & Rabbi,25,48,64,60,36,39,0.097,0.496,0.638,68
7987,Potato,Kharif & Rabbi,26,62,43,36,34,87,0.094,0.6,0.761,81
7988,Potato,Kharif & Rabbi,34,25,58,73,40,51,0.054,0.385,0.739,70
7989,Potato,Kharif & Rabbi,35,38,57,81,48,44,0.114,0.519,0.681,71
7990,Potato,Kharif & Rabbi,28,29,65,65,38,39,0.054,0.499,0.702,70
7991,Potato,Kharif & Rabbi,29,46,57,59,43,44,0.115,0.492,0.639,68
7992,Potato,Kharif & Rabbi,26,24,67,67,46,53,0.073,0.428,0.651,70
7993,Potato,Kharif & Rabbi,35,46,65,78,60,38,0.117,0.437,0.739,59
7994,Potato,Kharif & Rabbi,30,26,58,77,45,44,0.05,0.494,0.705,65
7995,Potato,Kharif & Rabbi,36,32,50,69,47,42,0.076,0.382,0.657,63
7996,Potato,Kharif & Rabbi,26,60,34,36,48,84,0.091,0.53,0.794,81
7997,Potato,Kharif & Rabbi,26,66,53,33,45,78,0.093,0.49,0.771,77
7998,Potato,Kharif & Rabbi,27,63,56,24,56,52,0.065,0.531,0.763,79
7999,Potato,Kharif & Rabbi,34,34,53,77,51,30,0.108,0.384,0.707,51
8000,Potato,Kharif & Rabbi,34,38,63,68,54,46,0.05,0.395,0.769,63
8001,Potato,Kharif & Rabbi,35,62,50,31,59,45,0.104,0.595,0.763,70
8002,Potato,Kharif & Rabbi,36,26,63,61,48,54,0.078,0.503,0.539,71
8003,Potato,Kharif & Rabbi,27,24,67,76,42,41,0.075,0.502,0.63,71
8004,Potato,Kharif & Rabbi,34,34,60,62,48,42,0.086,0.519,0.631,66
8005,Potato,Kharif & Rabbi,35,34,63,79,32,49,0.07,0.513,0.596,67
8006,Potato,Kharif & Rabbi,36,34,48,76,36,47,0.076,0.5,0.731,67
8007,Potato,Kharif & Rabbi,29,69,54,26,42,82,0.116,0.553,0.793,79
8008,Potato,Kharif & Rabbi,35,45,43,61,50,42,0.105,0.494,0.764,66
8009,Potato,Kharif & Rabbi,27,43,46,73,55,43,0.12,0.385,0.696,60
8010,Potato,Kharif & Rabbi,27,68,55,25,36,81,0.123,0.526,0.772,80
8011,Potato,Kharif & Rabbi,31,57,47,48,34,80,0.076,0.581,0.738,81
8012,Potato,Kharif & Rabbi,27,47,57,67,36,49,0.106,0.379,0.585,69
8013,Potato,Kharif & Rabbi,26,61,52,29,53,56,0.103,0.488,0.792,80
8014,Potato,Kharif & Rabbi,33,37,54,66,40,55,0.066,0.536,0.563,66
8015,Potato,Kharif & Rabbi,25,26,63,80,43,55,0.118,0.384,0.626,66
8016,Potato,Kharif & Rabbi,27,24,53,76,47,47,0.07,0.514,0.601,58
8017,Potato,Kharif & Rabbi,30,56,43,56,32,54,0.08,0.5,0.77,68
8018,Potato,Kharif & Rabbi,33,55,50,32,36,80,0.11,0.581,0.799,87
8019,Potato,Kharif & Rabbi,28,26,61,79,50,41,0.045,0.503,0.762,73
8020,Potato,Kharif & Rabbi,26,27,53,64,47,50,0.042,0.465,0.65,66
8021,Potato,Kharif & Rabbi,29,56,64,25,43,73,0.074,0.458,0.824,89
8022,Potato,Kharif & Rabbi,27,23,36,73,52,35,0.073,0.532,0.524,52
